sleep,work,mood,social,stress
8.570308292627143,7.2941679065611496,1,0,0
3.9867087612855574,7.028614853989724,1,1,0
4.5779057433052985,9.976716923645151,-1,3,1
3.7487500890079595,7.740920165425428,0,2,1
5.289316819197953,5.850454098226945,0,1,0
5.6377250932921505,5.323423508926305,-2,3,0
4.992419674756428,3.3397258527069003,1,3,0
8.058056300335611,8.248756456947413,2,0,0
5.462143296814741,5.069652738609308,-1,2,0
5.045139803280595,4.333205298147448,0,3,0
6.484828457370367,8.884469674449099,-2,2,1
4.275083237361194,9.13088332039394,2,1,1
7.912083394147218,9.769394030318994,1,1,0
3.9100285402387396,7.5321920670473235,2,2,0
8.927878151302846,11.04649144683498,0,3,0
7.7473462311316155,11.42708478058405,-1,3,1
4.592936248437948,10.266338458132406,1,1,1
3.530371644179813,8.720341338073684,-1,3,1
7.985037856501588,5.733488582320698,2,3,0
7.387715391161894,11.84650429458199,2,1,0
7.50953942422543,5.467225504727445,-2,0,0
7.741986906772701,4.823912297913879,1,1,0
3.907245584537497,6.979387024079244,2,2,0
5.471561506993499,3.5115651364114964,0,0,0
4.137279827388213,11.806450182046117,0,2,2
8.247068842315764,8.295902007747824,-1,0,0
6.928139697551568,8.012568824977578,0,0,0
5.3199391366895705,8.902166519097479,2,1,0
3.84957092657313,7.47321282999486,0,1,1
5.210402769436142,3.288571653850874,1,2,0
5.2885082711471085,8.510801599563571,-1,1,1
7.5128339808593525,9.445564892607877,1,0,0
7.006566092453673,6.750741545616478,2,1,0
8.379670084169796,9.815660148640736,2,2,0
6.097182088390721,5.043011694045786,0,0,0
4.15776835266066,4.991489319595656,-2,2,0
7.422846329726473,4.452752889188165,-2,3,0
7.684317767392936,6.347952838102456,2,1,0
6.5870245866322295,10.623108318501751,2,0,1
7.740319489750085,10.451208559341579,-1,2,1
6.215875780004149,6.445417871671534,2,1,0
6.375030561600967,8.30206862382213,2,1,0
5.851475600972023,9.48734684827424,-1,2,1
3.6398051970925236,5.170860971652207,1,0,0
4.093402848463175,4.513269773052723,1,2,0
3.6728605212770384,11.748863938910798,-1,1,2
7.000257261950792,8.558015818886567,-1,2,0
5.228957895919796,11.832741496502974,1,3,1
6.297138801405865,6.039803884190062,1,1,0
8.491615606593513,9.327285299767183,1,0,0
4.871107260318812,5.0034327288711395,1,3,0
5.757106076695964,5.350801541465216,0,2,0
7.655531261986768,7.607119091426616,-1,0,0
4.758389910203924,5.8765631295726415,-2,3,0
3.9233895040583615,4.50859407456526,0,2,0
5.093632991025724,5.365926317903934,-2,3,0
4.386717079897024,3.321735550192782,-2,1,0
8.613337087884151,9.33981259329738,2,0,0
7.944662087604293,7.429049913772754,-1,3,0
6.983720660807329,3.8481875976407305,0,1,0
8.293033246032447,4.545245938156421,-1,2,0
7.920196422945129,3.9228108430137962,1,1,0
4.526135323873197,8.513335274482888,-1,2,1
8.409074491694877,3.847893272512444,-2,0,0
6.466382330536079,9.788540997316945,1,1,0
7.940920853402344,3.1845982738835206,-1,1,0
8.428502149579213,5.244382091963029,-1,2,0
5.249019112345252,11.016000083027164,-2,3,2
4.105285584902222,9.466781863100215,1,2,1
4.7536433939806795,3.6567149963311896,-2,3,0
5.8490928374444096,10.390134940366618,-1,2,1
7.999081212573712,7.437316093861843,0,0,0
8.23401820790989,10.621047244519463,0,3,0
3.538236717921549,8.40665797005354,2,1,1
6.309110164176611,9.136497288295729,0,3,0
5.795760517318285,11.941514043561373,1,2,1
4.721592957589016,5.091019913316163,2,2,0
4.159259520335255,8.615510172852495,1,3,0
5.356883442719954,7.142892510516585,0,1,0
8.686003371518854,3.355067576304223,0,0,0
5.277616126114154,3.1302357735257855,-1,1,0
6.353348419588514,4.0730572003607275,1,3,0
7.366604273923478,8.841825664846933,-2,2,1
5.499962813086117,8.104467791220529,-1,1,1
8.844801454965284,7.980866050473547,1,2,0
8.793460122181612,3.2867108627543407,2,2,0
4.884802627039503,7.223726967240063,1,1,0
6.23486678240812,11.321605360582756,2,3,0
5.154830703992233,6.57832682379582,2,1,0
5.066622719076072,8.624302228096107,0,0,1
3.7028782104499305,10.018368080608292,-2,2,2
6.852603836889433,10.055327512276989,1,2,0
6.264734627758738,7.673520741557442,-2,3,0
3.7831331318749415,10.721567508621026,2,2,1
5.032555553301362,6.522402840273722,0,2,0
8.495462372816595,10.998238933063185,-2,2,1
4.817590398668348,5.162044497559908,-1,1,0
4.296921796501727,5.52194766291514,2,2,0
6.191990181526597,3.47808561779101,-1,1,0
8.921077497608305,10.160236528880546,-2,3,0
4.831303993313252,6.75349712609435,-2,0,1
7.196745510732332,5.062049525202591,-2,2,0
7.688907884307946,5.086112498549217,1,0,0
4.807006491958198,11.112599471063099,2,1,1
7.505189917365228,10.505249404149332,2,3,0
5.522807229955893,7.98177796821465,2,3,0
6.977682068264687,8.54499720374149,1,1,0
6.984413409184921,7.268930134952619,-2,0,1
6.446760762411172,6.52499888590928,-2,2,0
3.9965937352992458,11.239291930964983,-1,1,2
8.09416372574081,4.130514331682718,1,1,0
5.264290357344548,6.7660211074460515,0,1,0
4.525851807199198,6.1010571718908775,1,1,0
3.7242632785512013,7.483356482260335,-1,1,1
6.74991118753533,7.118686870906576,-1,3,0
7.226603990132553,7.6700057848597325,-1,1,0
3.591233059103209,4.259270795042947,-2,3,0
6.3165118206460455,7.618273513619494,0,0,0
4.745726763588658,5.181769324984898,-1,2,0
7.048450347251974,4.6589821408937215,2,3,0
4.459015359527453,3.583507969075721,-2,2,0
7.300157559563562,9.86387302880527,0,2,0
5.627044404652956,6.84697728770904,2,2,0
8.65201493805204,8.639793149805826,0,3,0
4.256365192802963,9.548340089742691,0,3,1
5.375864930776421,9.113849987821983,2,3,0
4.12410436682324,7.234506471807141,1,0,1
8.585814900532096,6.491086760565569,0,3,0
8.325366443595396,6.383639186765974,1,0,0
4.918678952433356,8.760439172370507,0,3,1
7.129912253187985,7.453149194476861,2,3,0
7.994722101106687,10.642190231896596,0,2,0
6.553604463797043,10.87231785894041,-1,1,1
6.413078180958036,4.535043402058666,-1,2,0
4.830187599952485,4.226102863911531,0,3,0
4.012065222932446,8.673608334323996,2,1,1
8.434686668743296,5.711031732560515,2,1,0
8.452299314398317,3.16713646888589,-2,0,0
6.982058015002973,10.997784024266597,2,1,0
5.364663850767854,5.042106905194274,1,0,0
5.420652660369635,11.363525865172281,0,2,1
7.4927562337863165,9.456910057904283,-1,0,1
8.434106429739174,9.863881409203358,2,3,0
8.378975333458145,4.813153462138444,-1,1,0
7.789315502216931,5.107749830551317,-2,3,0
7.0311740538485825,7.691409784416592,0,1,0
3.9627698074727684,4.548898673848759,2,1,0
4.388957927520376,5.7488852341472905,-1,2,0
8.442048036898935,5.89316230153024,2,0,0
6.835359828127745,4.4366693992748765,-2,2,0
3.550583783891463,4.846645500556447,-1,0,1
4.058093485763177,10.096966578074309,-1,2,2
7.1492597300943075,4.504762690925416,0,2,0
3.5278387111542027,3.2561165265953025,0,1,0
4.384444282796243,8.664194483660445,-1,2,1
6.518035841516223,11.783848074532049,0,2,1
7.305423587309813,5.980924331608092,-1,0,0
7.085786927264303,4.06790132876627,1,2,0
4.7334812020330785,8.133485928307778,2,1,0
7.416985717411447,11.157187899860816,1,2,0
4.8048699812324,10.056556018456309,1,3,1
5.289698339875972,8.602642815714443,2,3,0
7.605702728149133,5.835508469468394,-1,0,0
7.0729809447596805,7.87692155948598,-1,0,0
8.170728757717978,3.821203571738298,0,3,0
7.116870907651888,9.110508818526029,-2,2,1
6.625697318345094,9.525864170078858,-1,2,1
4.015211223054509,11.685284606189269,2,0,2
5.5224369168268845,5.343576228705645,-2,1,0
4.95861302224949,3.1661077713872037,2,2,0
4.84194303858496,7.9104761798443555,2,3,0
8.85155805113845,9.36111453957133,2,1,0
5.662037485667183,10.113667282946892,-2,1,2
8.406256053474124,4.743650397223295,1,2,0
6.971262442984946,5.3557758213332125,2,1,0
7.8714621694790665,7.613318327405667,0,0,0
6.2645040120785564,5.975407289730017,-1,1,0
6.672971365444975,10.744603379287005,-1,0,2
6.208847316003752,7.263841383648482,-1,2,0
4.5738364328892445,10.196207796918028,-2,1,2
7.473486633938279,8.225577844341185,0,3,0
5.044247993424706,9.957811274554007,0,3,1
3.6337378153729962,5.9940568787729145,0,0,1
7.050097627489423,10.4827495973728,0,0,1
4.474108736738769,5.471150839959194,0,2,0
8.67252221394103,7.914889272029617,1,1,0
8.746607173514231,4.926064018564868,0,0,0
8.531754146212467,7.27973869463574,0,0,0
5.535872851404944,5.863576885578328,-2,2,0
3.585011390908771,5.400330875734928,-2,1,1
8.60575209423249,11.702865162252337,0,1,1
5.855012815745229,4.440666949380576,1,0,0
8.816601504740182,10.085932537116557,0,1,0
8.799909873990892,11.857484635348934,0,1,1
8.19155200507048,3.1791133536607004,0,1,0
5.119468906382721,9.291246726378855,2,3,0
5.618037507310589,5.2762062500065845,1,1,0
8.181251693342713,3.36439041895474,-1,3,0
5.243071028359527,6.6260062106096775,0,1,0
4.432210106773509,11.416960291537876,-1,1,2
6.5624069435209265,3.1058858493029793,1,1,0
8.648851257884296,8.290971227368036,0,0,0
7.328163881712351,7.512568307357919,-1,0,0
6.635336435491507,10.860457479339427,-1,3,1
4.034470715739227,3.756015430685631,1,1,0
6.882539746845433,9.133734268979854,0,3,0
8.945296175573448,9.120987285899496,2,1,0
4.270462083800882,9.02172015176055,1,2,1
6.350813088000552,11.481010454415333,2,3,0
8.325551895603756,10.407787761061924,0,0,1
7.574227397648125,3.377754536191554,-1,2,0
7.333586575473974,7.239745656340618,1,0,0
7.363662461929101,6.581577505812001,1,2,0
5.477201331708653,5.791324989817219,1,2,0
5.114755143454714,7.0620305263868755,-2,2,1
7.951486355131825,6.457747664333797,0,3,0
7.955623670735494,6.891005098907987,-2,3,0
8.26889775219057,11.813356790477782,1,0,1
8.522823039060592,3.7976967727462267,1,3,0
6.312383193735158,11.300077828548568,2,0,1
6.258339620779598,7.32213042123924,-2,1,1
7.890623484317263,8.61368020949587,-1,0,0
7.074801619277708,10.471646699559244,0,0,1
7.360817824917369,6.2441672623433,-1,3,0
7.876859681898556,6.873797172791702,-1,0,0
8.395029379996615,6.685666322508426,0,3,0
5.358973362683447,6.372579202821838,1,0,0
5.565706239519692,11.329763894822054,2,1,1
4.016900669124779,10.460369020737108,1,3,1
6.680540775478956,3.980999908766785,1,3,0
3.6976825058820815,3.973110172293864,-2,1,0
6.060789099728531,6.850825633676921,-1,3,0
6.484545490891671,3.8879163905952816,-1,0,0
5.075976886705565,8.571837857440077,-1,2,1
6.74958293312956,4.293224465355605,2,3,0
3.667751374664772,7.70135937570121,2,2,0
3.7054150381206794,3.0649795230334598,2,0,0
8.02430308362812,5.849367135713821,0,1,0
5.481048527761946,9.0947165130539,2,3,0
4.198832819585366,7.356350462050636,-2,2,1
6.372337930301424,11.804425373990894,-2,1,2
7.734964542042359,10.866934164595897,1,1,0
4.687015651232637,6.2316370113883615,1,3,0
6.925897617004502,3.4093788732504713,1,2,0
3.9694110574657238,10.610636701035169,1,3,1
3.7842494664273425,11.201108792832043,-2,0,2
6.422450473624814,10.385646540771331,1,1,1
6.473493168855586,4.151549468277883,-2,2,0
7.005864458240136,11.98123620971059,2,3,0
7.493502335474639,5.327257993974964,2,1,0
8.86718643704394,9.51784421527533,0,3,0
6.3396519156565745,11.172313887021494,1,2,1
5.276260601176853,5.121184028976385,2,0,0
7.8735240712278705,11.174326992093594,2,0,0
4.989577381941408,5.785334212753803,-1,0,0
5.914342813880999,11.787719001456505,-1,3,2
3.931510097382463,5.5313401834242715,-2,1,1
3.6394290887850165,11.580922422820517,0,0,2
8.794566280728588,3.481901858034074,-1,0,0
8.097890662817132,9.383448105028318,0,0,0
7.327858133515338,7.789000204533034,2,0,0
5.7492411942784845,7.300893694104576,-2,2,1
4.453118760389652,5.01144882830256,0,2,0
4.360403734690973,9.350362107988428,-1,1,2
4.876335939905275,4.717285423016763,2,2,0
6.520746655883663,7.975576163862915,1,2,0
7.430277574850343,5.279208267362257,2,2,0
7.131085571947522,11.600592418032205,-1,3,1
5.039636433202686,3.2576807445208753,-1,2,0
8.751759043647567,4.797554521001129,1,3,0
7.558433041826727,5.180795457487029,2,3,0
6.548947288812704,6.726610431910348,0,2,0
6.864464104288937,5.094572176830482,0,3,0
5.807800343352845,7.422141812419067,2,0,0
4.862520442256367,10.85218970932685,0,1,2
5.457849732581939,9.408570792682537,2,2,0
7.66815360755403,8.219657824816,2,2,0
3.5791641874636575,3.801028601844117,-1,1,0
4.138399522788039,9.245928975503482,-2,2,2
3.75301453111964,4.497728558798459,-1,2,0
3.7240084127543356,10.077306473655282,0,1,2
8.20503321206054,5.250510826591379,-2,3,0
7.37011822659013,6.753438554888108,2,0,0
6.107956059980289,6.154231820861352,0,3,0
4.038087883580508,10.72932523207371,1,0,2
6.2038873131425785,4.138900128420673,0,1,0
6.104094739293111,8.090803941463097,-2,3,1
4.4526102845050834,4.27855448498756,-2,3,0
5.886184070808852,9.34316252518968,2,0,0
5.691776039185553,11.14570315015033,1,0,1
6.88717553928719,6.911468884805281,2,0,0
6.993015079772041,7.392830342384783,1,0,0
3.749172053746245,11.346805528344861,1,2,2
5.560369380445591,7.688922497844214,2,1,0
6.9422295364283,7.388385942446049,0,0,0
6.267249422190482,8.204961924338736,-1,3,0
8.210694126535772,9.203067627266567,1,3,0
7.122814973904198,3.9619503757832826,-2,3,0
4.396139348947863,10.389994749673644,2,0,1
3.888128110702364,6.919545247079333,0,1,1
7.033306030134736,3.6511365890773697,1,2,0
3.64581220797892,10.07564402278392,0,0,2
6.721765697004049,6.392549745176449,2,0,0
8.671266327837266,3.9033074558554857,-2,2,0
6.665107978317334,8.704011355889255,1,1,0
5.634934594135871,10.921182180902775,1,0,1
7.038085201432942,10.989781584725877,0,3,1
6.020390897703342,11.618971273280758,2,3,1
6.500892341237642,10.809349137900192,-1,0,2
8.678056448270889,3.019268274109277,1,1,0
5.623564507904258,6.422170497720512,-2,3,0
8.786548101031528,10.366883219149528,1,3,0
8.479428530758351,6.296277053986268,1,2,0
4.576851241341131,8.413936557417355,-1,1,1
3.88148715481341,8.456852526370788,-1,0,2
4.054279007575847,6.285227736349407,2,2,0
3.6002200410835234,11.140265345531589,1,2,2
4.019436284157607,7.529055108475059,1,2,0
7.256537253789963,7.183057853437507,0,1,0
3.8915375665312593,11.977623710957063,0,1,2
5.254365966615687,7.44150327665355,-2,1,1
8.146814210332,4.60558426735723,-2,0,0
3.6279956465470424,7.617624805770943,0,1,1
7.979576654239147,10.326150619679371,-2,2,1
5.050201261253699,9.991742942084533,1,3,1
4.149906551919109,10.09723588597624,-1,0,2
7.332054409502828,9.372214055981207,1,0,0
6.959185657289362,5.2879604616001945,0,0,0
8.32609607439879,10.758756772562084,2,2,0
7.542890740921372,11.040991188386386,2,1,0
7.919145117116667,4.747374269566942,0,2,0
5.051190149142186,4.174100728962545,1,3,0
4.475917490788476,11.780444717302009,-2,1,2
7.628381134024721,10.81491567285331,-2,3,1
7.9375910659699525,11.03912532488952,2,0,0
8.947778281003703,10.977387461619557,0,0,1
5.769397223012845,7.875181416303556,0,2,0
5.546099471860307,8.817615629992197,-1,1,1
7.770271284080983,7.908265669202775,2,0,0
5.374419471391598,3.4608571427129617,0,2,0
8.619165290819605,9.709527768174954,-1,3,0
8.221270135136564,7.547988300022922,-2,2,0
5.859467150562601,8.829381673112067,2,1,0
7.629790872853236,7.523758244779818,2,1,0
7.649985807465753,7.426301900902104,0,1,0
4.067181278597629,4.546101985299901,0,0,0
8.464040986737617,5.50842343627034,1,2,0
6.278888048463214,4.429674227495602,-2,3,0
8.04551606359258,4.7609966606280825,-2,1,0
5.2602728056683645,11.756796423782744,-1,2,2
8.425377756729102,4.3780210119497855,-1,0,0
5.640609233037897,5.423433818746869,1,3,0
3.559607083141641,8.315306919647265,-2,3,2
8.479600870305951,8.491607186129777,-1,3,0
4.002076722323735,4.385767167694461,-2,0,1
5.2562250067472815,10.14345683206691,-2,1,2
8.725340818779427,10.066825811215425,-1,0,1
8.728339308156558,5.13585933783502,0,3,0
6.653908384678074,5.5979967240791435,0,2,0
6.9751046669338965,11.441890789135472,-1,3,1
5.966450370880759,10.431043013815302,1,2,1
5.112659244339355,9.280173297562715,2,0,1
5.307654999534538,3.7400989935954048,-2,0,0
7.1988515084237115,6.764376728123182,2,0,0
7.63805991190724,8.033716848691444,-1,2,0
7.853684740492167,4.686701591853993,-2,0,0
7.842899785370046,7.034039238974021,2,1,0
4.001633566767797,8.409232897398208,0,3,1
6.219311675864198,5.946390121038593,1,1,0
3.8165731800915434,10.028503370554384,2,2,1
6.522408852780545,10.564046234749249,1,0,1
5.928417757553573,5.912485224906637,0,3,0
8.382373005170649,10.547914390432116,2,0,0
5.430032569036433,3.932189094927135,-1,0,0
4.143868590351833,10.539561887603906,-2,3,2
4.286454251290597,4.374753885008549,0,3,0
7.688308474446098,3.7463443725875343,1,1,0
6.900199348239436,8.7759786399691,1,1,0
4.056174718675346,7.247436291797649,0,1,1
3.962587433632486,11.171015403715495,-1,1,2
7.35533022302516,6.268702764817643,-1,1,0
3.9001965350030643,5.584370370938658,1,2,0
8.020230326096959,7.506614155297785,0,2,0
7.384332249360729,7.103515671917952,0,0,0
3.9474182935304487,6.099852415954694,-2,0,1
3.9666074274685554,9.243671688284957,1,1,1
8.926517681756465,9.836056505225175,-1,0,0
5.558489376658661,10.67685572127123,2,2,1
5.5385318088679,11.755709442393085,-1,2,2
7.970397619916264,5.39990572919254,-1,0,0
8.709867175611222,9.444841342409653,2,1,0
8.92300585102579,6.548324119461707,1,2,0
7.643580018924179,9.093737747559974,-2,3,0
5.569427720420037,7.283835213142983,-1,3,0
3.959253941842678,11.943957924911384,-1,0,2
7.774308037600902,9.56011922211675,1,1,0
6.571223373546928,11.57242170390892,1,0,1
5.83322105085837,10.514725945330671,0,1,1
8.484949118021047,11.12610910047034,1,1,0
4.111586152683833,10.329772774932074,1,3,1
6.209438073599726,7.132432173383203,-1,2,0
3.562445046220805,5.26609608012196,-2,2,1
6.077633530967694,6.3328815790547,-1,0,0
3.8096680162501055,3.182126093759554,1,0,0
4.153498539474396,7.715938507182004,0,1,1
4.146394357274077,7.5455202024336785,-2,2,1
7.070656661638349,7.727254183474394,0,1,0
7.603246835959828,11.766281024748574,2,3,0
6.708528208034378,11.203086031093553,0,3,1
8.79194901660998,4.4554150049709715,0,1,0
5.5617881873803725,6.319942694003003,1,1,0
5.071416474550234,6.815605615169357,1,1,0
8.277295205042032,6.244796260664829,1,1,0
4.72977711185699,10.186463672435217,1,1,1
8.797723966923362,7.7163390288082825,1,3,0
3.56684961079399,8.148898352744625,0,3,1
8.834333546892015,10.67712203089133,2,3,0
3.7373795157281684,10.253353380738227,1,0,2
8.40128712533939,4.189903705382697,2,3,0
6.402356099974649,9.425231256752708,2,2,0
8.961306378656152,6.91892516011832,-1,2,0
3.905881106044694,5.6518401275625045,-1,1,1
6.546198564207264,3.450169388119677,-2,3,0
8.831163945905043,7.385246043109059,-1,1,0
6.3770381429358185,6.198930126520782,1,1,0
6.961692509743944,5.2636173570876075,2,2,0
7.326617789415394,9.252045566372619,-2,2,1
5.999975856222752,9.925368485840284,-1,1,1
6.9515694404623485,5.203105671264823,0,2,0
6.7137287155770515,3.445026930114125,-2,1,0
8.456369057700439,10.638774305087114,1,1,0
3.7499550918780185,3.08963767083873,2,1,0
5.045297542757266,11.434012445293249,1,0,2
8.727263162421073,8.648578865844353,1,2,0
8.39645081140004,5.896619716811882,0,2,0
6.006112140321421,5.218301186190626,0,3,0
6.9107292879084525,3.081050978380277,2,2,0
5.02559650639623,5.119242753097894,-1,3,0
4.534666378480687,4.23955471365427,1,1,0
6.050341227169902,8.50949598650831,-1,0,1
5.443437254143291,4.498910297344212,2,1,0
6.710108615179797,7.7576685378295736,1,1,0
3.9275405033074167,8.311047801100237,-1,1,1
8.859171442163916,5.68237528512223,1,3,0
8.924159094637815,3.3155845411684686,0,0,0
7.339889427108599,3.335284925527765,0,1,0
6.448530014892662,3.2371259897452584,-2,3,0
5.202401889574802,9.652122004228916,2,1,0
7.975872608388218,5.8620873433286835,-1,0,0
7.266021449046336,10.166701673708973,1,1,0
4.3943931663969025,6.885595414585643,-2,1,1
8.510099514716133,7.076982907469675,2,2,0
8.02395483607743,7.615943422586164,2,3,0
8.723899523105583,9.417283107375935,2,0,0
7.49145729613598,5.461525792467364,-1,3,0
6.873783577646844,4.0942861458017425,0,2,0
5.800336699598404,8.004516016723153,-2,1,1
8.630006658447073,5.942798609184654,-1,0,0
8.263351392252247,6.982421823012336,1,0,0
3.7487026855840417,8.822520375035747,-1,3,1
3.645018359734886,7.447131670271435,1,1,1
5.570548517829273,8.582509353907586,1,2,0
7.958043319300081,7.89780001902265,2,1,0
8.930018711232194,9.658167347424893,-1,3,0
4.327292901069405,9.35342955940458,0,0,2
6.767718934436743,7.807709026277573,1,0,0
5.594899711470618,9.110127187737362,2,1,0
8.834529187980317,10.862036420453514,0,1,0
8.131654077246399,6.890441590093517,-1,1,0
8.11080787591126,6.714867654739143,0,1,0
6.077812378872336,9.878210587671422,-1,2,1
5.781507262857159,8.242984533377946,1,2,0
5.003738895618884,3.639061022003297,-2,2,0
3.810065231580099,11.029008141219732,-2,2,2
8.255973069402792,3.2770479201387612,1,3,0
7.970955550215427,9.735567205887687,0,0,0
8.998447203073718,9.829147284338816,-1,0,0
8.98150260390648,11.577999767537374,-2,3,1
6.554874380814451,3.487209675620887,-1,3,0
7.729430783492807,8.371711747060418,1,2,0
8.696211514353354,6.8505651356434765,0,1,0
8.173060648725762,5.975696593735878,-1,0,0
4.860414559587587,3.812867042691657,0,3,0
5.9779927442055145,8.063887077041784,-2,1,1
4.210376783333222,7.311366531071522,-1,2,1
8.747280649922974,3.940990123359218,2,3,0
6.83396048947984,8.51240556387375,-2,0,1
4.757535430269045,9.641578082276446,0,0,1
7.194353764232212,9.905504709482834,1,0,0
6.899705322518427,11.148358694361846,2,3,0
5.469894949180623,6.685236676998995,-1,0,1
4.124566757097959,11.577654917599233,-2,2,2
7.193652575760398,10.788864645744175,-1,0,1
6.361692354970863,5.668514139215452,-1,2,0
7.747751154546016,4.433547336145127,2,0,0
6.360899256115964,6.918504565152121,2,2,0
8.18699825175197,6.6170883716037,2,3,0
6.53548761325967,8.181473747980839,2,2,0
6.585158843444624,8.250476090949732,1,3,0
8.321594814620898,9.749882859419778,0,1,0
5.719155764168184,7.589009533850492,2,2,0
4.237083756478524,3.94340376846689,-2,3,0
3.6583047197233642,10.724622019977955,-1,1,2
7.6532549062049045,5.787881248666684,2,0,0
6.911702532444055,11.741677142759329,-2,1,2
7.372438724545729,4.0607409781179316,1,2,0
4.671302888299009,11.62426055009253,-2,1,2
4.250043115727234,3.819106261942653,-2,0,0
3.5799956611733506,5.079325241523535,1,1,0
5.428231573436284,3.4192194787788743,1,2,0
6.744547277700482,9.346018319750954,-1,2,1
5.657342248048527,10.652688629146127,2,3,0
5.90611207113051,6.906639736343823,-2,0,1
8.472872819715615,11.356698675381868,0,0,1
5.415405068628152,8.312691645800395,0,1,1
6.3269421903789596,8.670064219018709,-1,0,1
7.8100915700762865,10.608772815306928,0,2,0
5.680985302766986,5.67120184546655,-1,1,0
6.9214768512533045,6.188391491948632,2,3,0
8.2430003981071,11.153567272751799,-1,1,1
8.722363430117031,11.108671464348873,1,1,0
4.308904145109708,11.788344985807838,1,3,1
8.596231938388218,11.11654484797504,1,1,0
6.20663961193746,4.146348324300249,1,0,0
4.920344135644271,10.413518575232885,1,1,1
6.025246659310437,6.688546302986347,1,1,0
8.890179164070123,11.91721220351344,1,1,0
6.209399516960783,7.25052867895921,1,2,0
5.308133856581295,7.9845247425199855,1,2,0
6.983704698741992,7.767974237311186,2,0,0
4.820800903280062,5.8956332687245006,1,3,0
3.9172483045976514,3.6751988000362634,-1,2,0
4.208838470508571,11.060861073617266,2,2,1
4.2042521142677485,10.22408231273658,0,0,2
4.335464814317619,4.255741025037024,-2,0,0
4.263549449571756,9.990914442150656,2,3,1
7.024811096417681,8.63261999445549,1,1,0
4.500340464195297,6.6822940912586,2,1,0
5.401170058281248,5.286190341860065,-2,3,0
8.432336254483065,10.737559051520092,-2,3,1
6.106789021445798,9.301694333646477,1,3,0
7.17156756186565,7.929659185222231,1,0,0
4.447759291608964,8.486116805086176,-1,1,1
4.557589603447689,3.819595638739629,-2,3,0
3.7247773894656335,7.265277848200728,1,3,0
4.429142846896905,4.743302635071318,-2,1,0
5.0322468646757725,4.875453111079429,-1,1,0
4.473557663522108,8.9517356605818,0,0,1
3.987863935663806,11.201305366508592,-2,2,2
4.163497291053305,6.633809494305119,-1,2,1
6.034283224179992,4.869743457109713,-1,0,0
4.634835451231859,8.838722435129888,-1,0,2
